Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43244,,
Mouse ID,18298,,
Disposition,Sac'd due to tumor size; T1 - nap of neck,,
Sex,Male,,
Strain,All Alleles,,
BD,43188,,
Sac Date,43244,,
Age at Sac,56,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43192,,
Virus 1,RCAS Myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43227,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Sac'd due to tumor size; T1 - nap of neck,,
,Skull intact,,
,Nodules on lungs,,
,T1 - 2 cryos,,
