Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42930,,
Mouse ID,15313,,
Disposition,"Sac'd for tumor size, T1 located in right scapular region.",,
Sex,Male,,
Strain,All Alleles,,
BD,42864,,
Sac Date,42930,,
Age at Sac,66,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42866,,
Virus 1,RCAS HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42914,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Sac'd for tumor size, T1 located in right scapular region.",,
,Brain and skull were in tact.,,
,Other mass near intestines and located around vertebral column. Mentioned to Gen and she said to just take a note of it.,,
,All other organs appeared normal.,,
,3 cryogenics and 1 cell line attempted for extracted tumor.,,
