Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43200,,
Mouse ID,18195,,
Disposition,Poor health,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43173,,
Sac Date,43200,,
Age at Sac,27,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43175,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43187,,
Treated?,T+O,,
Duration of Dox,Did not complete treatment,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Hydrocephalitic skull. Dosed with T+O 3 hours prior to sac,,
,,,
