Mouse Necropsy information sheet,...2,...3,...4
Initials,MV,,
Today's Date,43801,,
Mouse ID,21329,,
Disposition,"T1 -- Head, T2 - right ear",,
Disposition,Ulcerated Tumor,,
,,,
Disposition,,,
Treatment,,,
Sex,Female,,
Strain,All Alleles,,
BD,43732,,
Sac Date,43801,,
Age at Sac,69,,
Injection Date,43735,,
Virus 1,RCAS myrAkt1 & Cre (2:1 ratio),,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"T1, T2, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, T2, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Visible,,
Additional comments,Skull intact,,
,"Tumor Invaded Eye, yellow fluid excreted when collected. Brain not invaded.",,
,1 cryogenic vial w/2 tumor sections,,
