Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43152,,
Mouse ID,17733,,
Disposition,Normal disposition; sac'd due slow movements. T1 - behind L scapula,,
Sex,Female,,
Strain,All Alleles,,
BD,43116,,
Sac Date,43149,,
Age at Sac,33,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43117,,
Virus 1,RCAS myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43143,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Skull intact -- brain appeared normal,,
,Other organs appeared normal,,
,3 cryos and 1 cell line attempted,,
