Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42874,,
Mouse ID,14878,,
Disposition,Sac'd due to ulcerated tumor; labored breathing; slightly ungroomed; T1--between ears; T2--between scapulas (posterior to T1); T3--located within chest cavity - found during necropsy,,
Sex,Male,,
Strain,All Alleles,,
BD,42830,,
Sac Date,42874,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42830,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42865,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to ulcerated tumor; labored breathing; slightly ungroomed; T1--between ears; T2--between scapulas (posterior to T1); T3--located within chest cavity - found during necropsy,,
,Brain and skull in tact.,,
,Large nodule/tumor found in chest cavity. Retained as T3.,,
,3 eraser-sized intestinal nodules found.,,
,All other organs appear normal.,,
,0 cryogenics and 0 cell lines attempted for T1 and T3 (too small); 1 cryogenic and 1 cell line attempted for T2,,
