Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42724,,
Mouse ID,12758,,
Disposition,"Normal disposition, sac'd due to tumor burden; T1- R eye; T2- L ear",,
Sex,Female,,
Strain,All alleles,,
BD,42676,,
Sac Date,42724,,
Age at Sac,48,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42676,,
Virus 1,RCAS HA-Akt3 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal disposition, sac'd due to tumor burden; T1- R eye; T2- L ear",,
,Skull was intact,,
,Other organs appeared normal--except lungs had small nodules present and a large mass on one of the lobes,,
,T1- 1 cryogenic & 1 cell line attempted; T2- 1 cell line,,
