Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43444,,
Mouse ID,19129,,
Disposition,Mouse observed to have poor balance 12/3/18 w/no noticeable tumor,,
Disposition,Mouse observed to have swelling (possible tumor) around base of skull 12/9/18,,
Disposition,Sac'd due to weight loss and continued problems w/coordiation,,
Disposition,Never put on drug -- sac'd the day it would have been enrolled,,
Treatment,None,,
Sex,Female,,
Strain,All Alleles,,
BD,43400,,
Sac Date,43444,,
Age at Sac,44,,
Injection Date,43402,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumors, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Mouse found to have primary tumor invading through left-side of skull,,
Additional comments,Tumor was resting adjacent to brain but did not appear to have grown into brain upon gross observation,,
,One lung lobe w/possible nodule,,
,FFPE for T1 (tumor invading skull),,
,1 Cryo for T1,,
,1 Cell line attempted for T1,,
