Mouse Necropsy information sheet,...2,...3,...4
Initials,MS for YN,,
Today's Date,42776,,
Mouse ID,13686,,
Disposition,"Mouse had a left-handed tilt when walking.  Uncoordinated/uncontrolled body movements. Accelerated respiratory rate.  No primary visible upon initial inspection, but one was found between shoulders during necropsy.",,
Sex,Female,,
Strain,All alleles,,
BD,42741,,
Sac Date,42776,,
Age at Sac,35,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42742,,
Virus 1,RCAS myrFLAG AKT1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,Found on necropsy,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor found on necropsy.,,
,Blood evident on brain.  Large tumor associated with the heart was noticed.  Small nodules adjacent to lungs as well.,,
,Other organs appeared normal.,,
,No cell line or tumor chunks frozen,,
