Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43378,,
Mouse ID,18544,,
Disposition,"Sac -- T1 or wart on left ear (looked more like large wart than malignant tissue, however - nodule found on lung)",,
Sex,Male,,
Strain,All Alleles,,
BD,43232,,
Sac Date,43378,,
Age at Sac,146,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43234,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Maybe (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf CA/CA; Tyr/+,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Sac -- T1 or wart on left ear (looked more like large wart than malignant tissue, however - nodule found on lung)",,
,Skull was intact,,
,"1 nodule on 1 lung lobe, other organs normal",,
,1 cryo for T1,,
