Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43000,,
Mouse ID,16451,,
Disposition,"hunched, ungroomed",,
Sex,Male,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42953,,
Sac Date,43000,,
Age at Sac,47,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42956,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42983,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,No,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,The skull was extremely soft/thin and undistinguishable from the brain. The entire head was left to fix in formalin overnight in order to help make the removal of the brain easier.,,
,,,
