Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43507,,
Mouse ID,19253,,
Disposition,T1 -- L-ear,,
Disposition,T2 -- R-ear (very small),,
Disposition,T3 -- R-scapula,,
Disposition,Sac'd due to tumor ulceration,,
Treatment,FAKi + BRAFi + MEKi,,
Sex,Male,,
Strain,All Alleles,,
BD,43425,,
Sac Date,43507,,
Age at Sac,82,,
Injection Date,43425,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1, T2, T3",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2, T3",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for T1, T2, T3",,
,"1 Cryo for T1, T3",,
,"1 CL attempted for T1, T3",,
,All organs appeared normal,,
