Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42739,,
Mouse ID,12788,,
Disposition,Lethargic,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42681,,
Sac Date,42730,,
Age at Sac,49,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42683,,
Virus 1,LV:NF1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42711,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Lethargic disposition.,,
,Brain was enlarged.,,
