Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43006,,
Mouse ID,15179,,
Disposition,normal,,
Sex,male,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42851,,
Sac Date,43005,,
Age at Sac,154,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42853,,
Virus 1,IDH1WT,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to experimental endpoint.,,
,,,
