Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42664,,
Mouse ID,12263,,
Disposition,domed head,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42638,,
Sac Date,42664,,
Age at Sac,26,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42639,,
Virus 1,TRE3-BRAF,,
Virus 2,Tetoff,,
Virus 3,cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,"pten f/f, ink4a f/f, atrx f/f, n-tva",,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hemmoragic hydrocephaly,,
,"H&E: some proliferation at SVZ, severe hydrocephilus, abormal/missing hippocampus",,
