Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43136,,
Mouse ID,17614,,
Disposition,Sac'd due to difficulty breathing; T1 - right lateral ventral right jaw,,
Sex,Male,,
Strain,All Alleles,,
BD,43099,,
Sac Date,43136,,
Age at Sac,37,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43100,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,43133,,
Dox Tx?,Yes,,
Duration of Dox Tx,None - tumor did not reach 1000 mm^3,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None noted,,
Additional comments,Sac'd due to difficulty breathing; T1 - right lateral ventral right jaw,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,No cryos and 1 cell line attempted,,
Blood Draw,"Plamsa collected, buffy coat was collected",,
