Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42872,,
Mouse ID,14625,,
Disposition,Sac'd due to tumor size; T1--right ear; T2--left ear,,
Sex,Female,,
Strain,All Alleles,,
BD,42812,,
Sac Date,42872,,
Age at Sac,60,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42814,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42850,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to tumor size; T1--right ear; T2--left ear,,
,Brain and skull were both in tact.,,
,All organs appeared normal.,,
,2 cryogenics and 1 cell line attempted per tumor.,,
