Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43182,,
Mouse ID,17902,,
Disposition,Sac'd due to tumor size; T1 - top of head; T2 - behind L scapula; T3 - R scapula,,
Sex,Female,,
Strain,All Alleles,,
BD,43136,,
Sac Date,43182,,
Age at Sac,46,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43136,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,43171,,
Dox Tx?,No,,
Duration of Dox Tx,None - tumor did not reach 1000 mm^3,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,none,,
Additional comments,Sac'd due to tumor size; T1 - top of head; T2 - behind L scapula; T3 - R scapula,,
,Brain and skull were in tact. Cut into skull and brain on accident when excising T1,,
,Didn't look at organs,,
,T1 - 1 cryo and 1 cell line attempted; T2 - 2 cryos and 1 cell line; T3 - No cryos and 1 cell line,,
