Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,43017,,
Mouse ID,14577,,
Disposition,Large tumor on right shoulder and under left ear. Otherwise healthy and active.,,
Sex,Male,,
Strain,Ink WT,,
BD,42808,,
Sac Date,43014,,
Age at Sac,206,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42808,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43003,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L appeared healthy.,,
,Skull intact.,,
,Cell line attempted and two chunks frozen.,,
