Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42555,,
Mouse ID,10626,,
Disposition,"Very sick/lethargic, shallow breathing, not moving, no evidence of primary tumor",,
Sex,Male,,
Strain,All Alleles,,
BD,42523,,
Sac Date,42556,,
Age at Sac,33,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42523,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No primary but many lung nodules,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, lung nodules",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Very sick/lethargic, shallow breathing, not moving, no evidence of primary tumor",,
,Unable to locate primary tumor,,
,Skull intact,,
,All other organs appeared normal other than lungs,,
,Lungs w/massive tumor burden,,
,"1 cyrogenic (Lmet), 1 cell line (Lmet), Lmet tissue also taken for histology",,
