Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42935,,
Mouse ID,15331,,
Disposition,"Normal disposition; sac'd due to tumor size; T1-R ear/scapula, large",,
Sex,Male,,
Strain,All Alleles,,
BD,42864,,
Sac Date,42935,,
Age at Sac,71,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42865,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42927,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumor,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Normal disposition; sac'd due to tumor size; T1-R ear/scapula, large",,
,Brain and skull were in tact.,,
,All organs appeared normal,,
,2 cryogenics and 1 cell line attempted,,
