Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42829,,
Mouse ID,14417,,
Disposition,Completely paralyzed hind legs and difficulty breathing,,
Sex,Female,,
Strain,All alleles,,
BD,42797,,
Sac Date,42829,,
Age at Sac,32,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42798,,
Virus 1,RCAS myrFLAG AKT 1PL/2KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,42821,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Primary tumor found nesteled between shoulder blades--looked super deep,,
,Slightly bloody on top of skull. There were no holes within skull despite finding tumor stuck directly to skull. Questionable in tact skull.,,
,Heart looked enlarged and a large white node sat on top of heart and lungs.,,
,1 cryogenic tube of tumor tissue was frozen down.,,
,Kidneys looked slightly enlarged,,
,Digestive system still in perfect working condition due to urine stain of fur found before sac.,,
