Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42926,,
Mouse ID,15654,,
Disposition,Sac'd due to ulcerated tumor. T1 - ear under chin; T2 - left fron leg,,
Sex,Female,,
Strain,All Alleles,,
BD,42891,,
Sac Date,42926,,
Age at Sac,35,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42893,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42922,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,???,,
Additional comments,Sac'd due to ulcerated tumor. T1 - ear under chin; T2 - left fron leg,,
,Brain and skull were in tact.,,
,Spleen appeared slightly enlarged,,
,White mass near heart and lungs. Placed in lung tissue 50 mL conical,,
,"T1- 0 cryo, 1 cell line; T2- 0 cryo, 1 cell line. No cryos taken due to the size of the tumor",,
