Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42936,,
Mouse ID,15826,,
Disposition,poor health,,
Sex,male,,
Strain,Nestin-TVA; Braf Ca/Ca; Pten f/f; Ink f/f,,
BD,42903,,
Sac Date,42926,,
Age at Sac,23,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42905,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42926,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf Ca/Ca; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"enlarged brain, some fluid",,
,,,
