Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43154,,
Mouse ID,17743,,
Disposition,"Hunched, huge head and spastic.",,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43117,,
Sac Date,43154,,
Age at Sac,37,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43119,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43131,,
Dox Tx?,NA,,
Duration of Dox Tx,No,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"Brain, blood",,
Zinc fixed?,No,,
Formalin fixed?,24 Hrs,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,,,
Additional comments,Hydrocephalitic. Necrotic frontal cortex.,,
