Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43206,,
Mouse ID,18192,,
Disposition,"Lethargic, concerns about weekend survival",,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43173,,
Sac Date,43203,,
Age at Sac,30,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43175,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43187,,
Treated?,No,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Unable to recover blood. Enlarged skull with hydrocephaly.,,
,,,
