Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42935,,
Mouse ID,15467,,
Disposition,"Normal disposition; sac'd due to tumor size; T1- L ear/top of the head, large",,
Sex,Male,,
Strain,All Alleles,,
BD,42876,,
Sac Date,42935,,
Age at Sac,59,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42877,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42916,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,"Yes, multiple small nodules",,
Additional comments,"Normal disposition; sac'd due to tumor size; T1- L ear/top of the head, large",,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,2 cryogenics and 1 cell line attempted,,
