Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42529,,
Mouse ID,10182,,
Disposition,"T1- Across scapulas and upper spine,T2- left ear, T3- above R-scapula; normal behavior",,
Sex,Male,,
Strain,All Alleles,,
BD,42481,,
Sac Date,42529,,
Age at Sac,48,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42481,,
Virus 1,RCAS HA-Akt1 E40K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumors",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- Across scapulas and upper spine,T2- left ear, T3- above R-scapula; normal behavior",,
,Skull intact,,
,All organs appeared normal,,
,There were a few mets noticed on the lungs,,
,"T1-2 cryogenics, 1 cell line; T3- 1 cell line",,
