Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42709,,
Mouse ID,12760,,
Disposition,"Sac'd due to paralyzed rear legs; T1- very small, under scapula",,
Sex,Male,,
Strain,All alleles,,
BD,42676,,
Sac Date,42709,,
Age at Sac,33,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42676,,
Virus 1,RCAS HA-Akt3 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Sac'd due to paralyzed rear legs; T1- very small, under scapula",,
,Skull was intact,,
,Other organs appeared normal--except lungs had small nodules,,
,1 cell line attempted; no cryos due to size of tumor,,
