Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42717,,
Mouse ID,12464,,
Disposition,"Normal disposition, sac'd due to tumor size; T1- L ear/ top of the head",,
Sex,Female,,
Strain,All alleles,,
BD,42659,,
Sac Date,42717,,
Age at Sac,58,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42662,,
Virus 1,RCAS HA-Akt2 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42706,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal disposition, sac'd due to tumor size; T1- L ear/ top of the head",,
,Skull was intact,,
,Other organs appeared normal,,
,"3 Cryos, 1 cell line attempted",,
