Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42656,,
Mouse ID,11965,,
Disposition,"Labored breathing; not very active; T1- L ear, small",,
Sex,Male,,
Strain,All alleles,,
BD,42615,,
Sac Date,42656,,
Age at Sac,41,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42598,,
Virus 1,RCAS HA-Akt1 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Labored breathing; not very active; T1- L ear, small",,
,T1 impeded skull; brain look normal though,,
,Organs looked normal,,
,1 cell line attempted,,
