Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,42996,,
Mouse ID,15108,,
Disposition,Experimental Endpoint,,
Sex,Male,,
Strain,Nestin-TVA;pten f/f,,
BD,42844,,
Sac Date,42996,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42846,,
Virus 1,PDGFA,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,No obvious tumor. Brain appeared normal.,,
,,,
