Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43504,,
Mouse ID,19251,,
Disposition,T1 -- Nape of neck,,
Disposition,T2 -- L-scapula,,
Disposition,T3 -- R-scapula,,
Disposition,T4 -- Ventral side of neck,,
Treatment,FAKi + BRAFi + MEKi,,
Sex,Male,,
Strain,All Alleles,,
BD,43425,,
Sac Date,43504,,
Age at Sac,79,,
Injection Date,43425,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (4),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1, T2",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1, T2",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for T1, T2",,
,"1 Cryo for T1, T2",,
,"1 CL attempted for T1, T2",,
,All organs appeared normal,,
,T3 and T4 omitted (save space in -80),,
