Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44256,,
Mouse ID,25363-00,,
Disposition,right Side of head,,
Disposition,Reason for sac: ulcerating tumor,,
Disposition,,,
Disposition,,,
Treatment,,,
Sex,Male,`,
Strain,All Alleles,,
BD,44152,,
Sac Date,44253,,
Age at Sac,101,,
Injection Date,44155,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,no,,
Additional comments,"Skull intact, brain normal.",,
,organs looked normal,,
,"T1, for cryogenic sample",,
,blood collected,,
