Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43433,,
Mouse ID,19017,,
Disposition,T1 -- Appeared 1st @ nape of neck and responded to therapy but never vanished completely,,
Disposition,T2 -- Appeared 2nd on top of skull and showed no response to therapy,,
Disposition,Sac'd due to T2 size and lethargy,,
Treatment,FAKi + BRAFi + MEKi,,
Sex,Male,,
Strain,All Alleles,,
BD,43366,,
Sac Date,43433,,
Age at Sac,67,,
Injection Date,43367,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumors, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No but lymph nodes adjacent to lungs were very large,,
Additional comments,Skull was intact,,
,All organs appeared normal,,
,FFPE for T1 and T2,,
,"1 cryo for T1, 2 cryos for T2",,
,Cell lines attempted for T1 and T2,,
