Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,43980,,
Mouse ID,21775,,
Disposition,No evidence of primary tumor,,
Disposition,Experimental endpoint,,
Treatment,,,
Sex,Male,,
Strain,DCT-TVA; Braf CA/CA; Tyr/+,,
BD,43775,`,
Sac Date,43980,,
Age at Sac,205,,
Injection Date,43776,,
Virus 1,RCAS myr-FLAG-AKT2 + RCAS Cre 11/7/19 (GP),,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf CA/CA; Tyr/+,,
Tissue collected,"B,L",,
Zinc fixed?,No,,
Formalin fixed?,"B,L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Skull intact,,
,Gross visualization of small lung nodules.,,
,No evidence of primary tumor.,,
,All other organs appeared normal.,,
