Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42716,,
Mouse ID,12014,,
Disposition,"Normal disposition, sac'd due to ulcerated tumor; T1- R ear/arm; T2- R side, ulcerated",,
Sex,Male,,
Strain,All alleles,,
BD,42620,,
Sac Date,42716,,
Age at Sac,96,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42621,,
Virus 1,RCAN TRE HA-Akt1 E17K,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42690,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal disposition, sac'd due to ulcerated tumor; T1- R ear/arm; T2- R side, ulcerated",,
,"Skull was intact, brain was slightly mushy",,
,Organs appeared normal,,
,"T1- 2 cryogenics, 1 cell line; T2- 1 cell line attempted",,
