Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42977,,
Mouse ID,15657,,
Disposition,equilibrium issues,,
Sex,male,,
Strain,Nestin-TVA; Braf het; pten f/f;Ink4a f/f,,
BD,42945,,
Sac Date,42977,,
Age at Sac,32,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42947,,
Virus 1,rcas cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,,,
