Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43027,,
Mouse ID,15483,,
Disposition,normal,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42877,,
Sac Date,43027,,
Age at Sac,150,,
RCAS injection?,Yes,,
Injection route,intracrainal,,
Injection Date,42877,,
Virus 1,PDGFA,,
Virus 2,RCAS (X),,
Virus 3,RCAS (X),,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
