Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42835,,
Mouse ID,14291,,
Disposition,"Rapid, heavy respiration, slow reflexes. Tumor spanned between shoulders",,
Sex,Male,,
Strain,All alleles,,
BD,42788,,
Sac Date,42835,,
Age at Sac,47,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42790,,
Virus 1,RCAS myrFLAG AKT 1PL/2KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42798,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor spanned from shoulder to shoulder.,,
,Skull was still in tact.,,
,1 tumor chunk was frozen for cryogenics.,,
,"Heart and lungs looked like it had a met upon visual inspection. Also, the heart looked slightly enlarged.",,
