Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43206,,
Mouse ID,18211,,
Disposition,Poor health,,
Sex,Male,,
Strain,N-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
BD,43173,,
Sac Date,43206,,
Age at Sac,33,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43175,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43187,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
Tissue collected,"brain, failed cardiac puncture",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Dosed with T+olaparib 3 hours prior to sac.,,
,,,
