Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42744,,
Mouse ID,12882,,
Disposition,Sac'd due to tumor size--T1 located on chest; T2 located on right arm/scapula,,
Sex,Male,,
Strain,All alleles,,
BD,42688,,
Sac Date,42744,,
Age at Sac,56,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42689,,
Virus 1,RCAS HA-Akt3 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to tumor size--T1 located on chest; T2 located on right arm/scapula,,
,Skull was intact,,
,All organs appeared normal.,,
,2 cryogenics/1 cell line attempted per tumor.,,
