Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42601,,
Mouse ID,10823,,
Disposition,T1- L scapula/ear; sick dispostion,,
Sex,Male,,
Strain,Braf het,,
BD,42534,,
Sac Date,42600,,
Age at Sac,66,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42536,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- L scapula/ear; sick dispostion,,
,Skull intact,,
,Organs looked normal,,
,"3 cryos, 1 cell line attempted",,
