Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42853,,
Mouse ID,14541,,
Disposition,Normal disposition; sac'd due to tumor size; T1--located on right ear,,
Sex,Female,,
Strain,All Alleles,,
BD,42806,,
Sac Date,42853,,
Age at Sac,47,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42807,,
Virus 1,HA-Akt3 E17K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42839,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; sac'd due to tumor size; T1--located on right ear,,
,Brain and skull in tact.,,
,All organs appeared normal.,,
,3 cryogenics and 1 cell line attempted,,
