Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43068,,
Mouse ID,16763,,
Disposition,Normal disosition; sac'd due to ulcerated tumor engrossing right ear region,,
Sex,Male,,
Strain,All Alleles,,
BD,42979,,
Sac Date,43068,,
Age at Sac,89,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42981,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43041,,
Dox Tx?,Yes,,
Duration of Dox Tx,27,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None noted,,
Additional comments,Normal disosition; sac'd due to ulcerated tumor engrossing right ear region,,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,3 cryos taken and 1 cell line attempted.,,
