Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42937,,
Mouse ID,15458,,
Disposition,"Normal disposition; sac'd for tumor size, T1- nape of neck, T2 under by chin",,
Sex,Male,,
Strain,All Alleles,,
BD,42876,,
Sac Date,42937,,
Age at Sac,61,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42877,,
Virus 1,RCAS HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42927,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes 1 dark nodule noted,,
Additional comments,"Normal disposition; sac'd for tumor size, T1- nape of neck, T2 under by chin",,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,1 cryogenics from T2 and 2 cell lines attempted.,,
