Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42933,,
Mouse ID,15314,,
Disposition,"Sac'd for tumor size, T1 located on middle back almost in between shoulder blades",,
Sex,Male,,
Strain,All Alleles,,
BD,42864,,
Sac Date,42933,,
Age at Sac,69,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42866,,
Virus 1,RCAS HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42926,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,1 tiny nodule,,
Additional comments,"Sac'd for tumor size, T1 located on middle back almost in between shoulder blades",,
,Brain and skull were in tact.,,
,1 little nodule on lung,,
,All other organs appeared normal.,,
,3 cryogenics and 1 cell line attempted for extracted tumor.,,
