Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42964,,
Mouse ID,15142,,
Disposition,equilibrium issues,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42846,,
Sac Date,42964,,
Age at Sac,118,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42850,,
Virus 1,PDGFA,,
Virus 2,RCAS(X),,
Virus 3,RCAS(X),,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42961,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,leaning over and running in circles,,
,,,
