Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42952,,
Mouse ID,15650,,
Disposition,Sac'd due to tumor size; T1 - behind left ear and between scapulae,,
Sex,Female,,
Strain,All Alleles,,
BD,42891,,
Sac Date,42952,,
Age at Sac,61,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42893,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42933,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Sac'd due to tumor size; T1 - behind left ear and between scapulae,,
,,,
,Brain and skull were in tact.,,
,Spleen appeared enlarged,,
,T1 - 2 cryogenics and 1 cell line; T2 - no cryos and 1 cell line,,
