Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42592,,
Mouse ID,10634,,
Disposition,"T1- R scapula; T2- L neck/head, fluid filled; skiddish disposition",,
Sex,Male,,
Strain,Braf het,,
BD,42523,,
Sac Date,42592,,
Age at Sac,69,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42540,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42586,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- R scapula; T2- L neck/head, fluid filled; skiddish disposition",,
,Skull intact,,
,Organs appeared normal except lungs (small nodules),,
,2 cryogenics & 1 cell line attempted per tumor,,
