Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42748,,
Mouse ID,13449,,
Disposition,domed head,,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42728,,
Sac Date,42748,,
Age at Sac,20,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42729,,
Virus 1,LV:NF1,,
Virus 2,RCAS CRE,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,,,
