Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42774,,
Mouse ID,13233,,
Disposition,"Large tumor on the right side--hindering eye sight, lethargic, possible ulceration of tumor, slowed breathing rate, another tumor found on right shoulder",,
Sex,Female,,
Strain,All alleles,,
BD,42653,,
Sac Date,42774,,
Age at Sac,121,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42619,,
Virus 1,RCAS myr-FLAG AKT 1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42758,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, primary tumor, spleen, additional peritoneal met",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Tumor was found largely on the right side of head; another tumor founded on right shoulder, large peritoneal metastatic tumor found encapsulating kidneys, enlarged spleen; skull in tact; H&L looked alright upon visual inspection",,
,,,
