Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42731,,
Mouse ID,11722-00,,
Disposition,Very large tumor (13.2 x 14 x 12.8) on neck.,,
Sex,Female,,
Strain,Ink WT,,
BD,42596,,
Sac Date,42731,,
Age at Sac,135,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42597,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42709,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"2 Tumor chunks frozen, 1 cell line attempted.",,
,,,
