Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43025,,
Mouse ID,16694,,
Disposition,"hunched, ungroomed, breathing rapidly",,
Sex,Female,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42977,,
Sac Date,43025,,
Age at Sac,48,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42979,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,,,
Date Tumor reported,43013,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,The skull had a growth underneath it that was semiattached to the brain. I separated this mass from the brain and placed it along with the brain in formalin.,,
,,,
