Mouse Necropsy information sheet,...2,...3,...4
Initials,MS for SS,,
Today's Date,42723,,
Mouse ID,12207,,
Disposition,"Healthy, active.  Large tumor behind left ear.",,
Sex,Male,,
Strain,Pten WT,,
BD,42633,,
Sac Date,42723,,
Age at Sac,90,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42634,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42700,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Pten wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
,"2 tumor cryovial frozen, cell line attempted",,
