Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43126,,
Mouse ID,16965,,
Disposition,FD,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43017,,
Sac Date,43126,,
Age at Sac,109,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43020,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,N/A,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Unfortunately the brain was hardly salvageable. This mouse completed its TMZ treatment on 11.29.17.,,
,,,
