Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43477,,
Mouse ID,19144,,
Disposition,T1 -- Right ear,,
Disposition,Sac'd due to tumor ulceration,,
Disposition,,,
Treatment,BRAFi + MEKi,,
Sex,Male,,
Strain,All Alleles,,
BD,43401,,
Sac Date,43477,,
Age at Sac,76,,
Injection Date,43401,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, tumor",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, tumor",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None detectable,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs, tumor",,
,All organs appeared normal,,
,"2 Cryogenics, 1 cell line attempted for T1",,
