Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43011,,
Mouse ID,16610,,
Disposition,poor health,,
Sex,Male,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42968,,
Sac Date,43011,,
Age at Sac,43,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42956,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42989,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Some fluid on the brain. This mouse was sac'd three hours after being treated with a LGX and MEK combo.,,
,,,
