Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42629,,
Mouse ID,11446,,
Disposition,"Very lethargic disposition, did not look healthy; T1- L arm; T2- R ear",,
Sex,Male,,
Strain,All alleles,,
BD,42573,,
Sac Date,42629,,
Age at Sac,56,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42574,,
Virus 1,RCAS HA-Akt1 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Very lethargic disposition, did not look healthy; T1- L arm; T2- R ear",,
,"T1 was impeding the skull, brain was intact though",,
,all other organs appeared normal,,
,2 cyrogenics and 1 cell line attempted per tumor,,
