Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42819,,
Mouse ID,14152,,
Disposition,"Difficult respiration, rapid visible heart rate",,
Sex,Male,,
Strain,All alleles,,
BD,42777,,
Sac Date,42816,,
Age at Sac,39,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42779,,
Virus 1,RCAS myrFLAG AKT 1PL/2KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Barely,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor was severly small; found in between shoulder blades,,
,Skull was still in tact.,,
,1 tumor chunk was frozen for cryogenics.,,
,Heart and lung were riddled with tumor mets upon visual inspection.,,
