Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42719,,
Mouse ID,12623,,
Disposition,Normal disposition; sac'd due to tumor size; tumor located on right ear.,,
Sex,Female,,
Strain,All alleles,,
BD,42667,,
Sac Date,42719,,
Age at Sac,52,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42669,,
Virus 1,RCAS HA-Akt2 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42709,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; sac'd due to tumor size; tumor located on right ear.,,
,Skull and brain were in tact.,,
,Small dark spots present on lungs.,,
,All other organs appeared normal.,,
,2 cryogenics attempted; 1 cell line attempted.,,
