Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42862,,
Mouse ID,14624,,
Disposition,Slightly ungroomed; sac'd due to lethargy/poor health/tumor size; T1--located posterior to right ear; T2--located posterior to left shoulder,,
Sex,Female,,
Strain,All Alleles,,
BD,42812,,
Sac Date,42862,,
Age at Sac,50,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42814,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42856,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Slightly ungroomed; sac'd due to lethargy/poor health/tumor size; T1--located posterior to right ear; T2--located posterior to left shoulder,,
,Brain and skull were both in tact.,,
,All organs appeared normal.,,
,2 cryogenics and 1 cell line attempted for tumor 1; 1 cryogenic and 1 cell line attempted for tumor 2.,,
