Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42954,,
Mouse ID,15651,,
Disposition,"Sac'd due to ulcerated tumor; T1- R ear, tiny",,
Sex,Male,,
Strain,All Alleles,,
BD,42891,,
Sac Date,42954,,
Age at Sac,63,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42893,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42947,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,"Sac'd due to ulcerated tumor; T1- R ear, tiny",,
,Brain and skull were intact.,,
,All other organs appeared normal,,
,No cryogenic and 1 cell line attempted,,
