Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42957,,
Mouse ID,15144,,
Disposition,found dead,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42845,,
Sac Date,42957,,
Age at Sac,112,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42850,,
Virus 1,PDGFA,,
Virus 2,RCAS (X),,
Virus 3,RCAS (X),,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42949,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"domed head, some fluid, very vascular under skull",,
,,,
